Date,Open,High,Low,Close,Volume,Daily_Return,SMA_20,SMA_50
2020-01-02,32.619521625904746,32.89749402699955,32.48053542535734,32.831024169921875,17509700,,,
2020-01-03,32.43823362804123,32.933750422460214,32.37780565025535,32.58930587768555,17284800,-0.007362496247003358,,
2020-01-06,32.510745315473095,32.510745315473095,32.11795887786084,32.395931243896484,32787800,-0.0059336837217348615,,
2020-01-07,32.32947010464139,32.74642879575226,32.269042110630025,32.631614685058594,16326400,0.0072750938810104415,,
2020-01-08,32.75246592728894,32.85519395602893,32.40197718297192,32.63764953613281,15298500,0.00018493878198988511,,
2020-01-09,32.480537260396034,32.55305130278284,32.05753445364328,32.2086067199707,14638000,-0.013145640763349675,,
2020-01-10,32.48054163052856,32.553055682671854,32.09379694552412,32.244869232177734,9129200,0.0011258640438036593,,
2020-01-13,32.41406692422543,33.62264512307159,32.33550869585003,33.41718673706055,27497400,0.03635671450368094,,
2020-01-14,33.417184147003205,34.051687191183184,33.23589789226318,33.622642517089844,27817000,0.0061482069584704035,,
2020-01-15,33.41718788692767,33.88853496821885,33.30237378395138,33.51387405395508,21425300,-0.0032349766405028735,,
2020-01-16,33.59847519033021,33.80997777198758,33.29633062097408,33.33863067626953,13149100,-0.005228980015960505,,
2020-01-17,33.991256513093646,34.49885936922969,33.900612240320214,34.44447326660156,36524100,0.03317000632300027,,
2020-01-20,34.44446962008649,34.66201400756836,34.160453080298545,34.66201400756836,16746300,0.006315693646496534,,
2020-01-21,34.32361735626271,34.4505175026962,33.68307244273381,33.85831451416016,25436800,-0.023186751157411423,,
2020-01-22,34.20275918421653,34.353831446170105,33.876444850333456,34.0214729309082,17269400,0.004818858206299792,,
2020-01-23,33.495747734485235,33.67703401826286,33.06065880927479,33.538047790527344,23028900,-0.014209412430867263,,
2020-01-24,33.61055962651908,33.677031797396005,32.44428146071487,32.5107536315918,19744800,-0.030630708303352794,,
2020-01-27,31.217579440381712,31.31426561850385,30.50451801228833,30.522645950317383,38779700,-0.06115230990346843,,
